index	x	y
0	8	53
1	99	79
2	21	54
3	25	89
4	4	16
5	90	75
6	32	87
7	2	11
8	12	50
9	88	92
10	12	37
11	6	37
12	64	64
13	39	69
14	14	51
15	34	33
16	8	56
17	29	43
18	8	10
19	61	2
20	88	97
21	7	9
22	93	54
23	68	80
24	27	90
25	50	83
26	50	17
27	39	29
28	10	80
29	90	94
30	44	36
31	56	50
32	41	7
33	81	30
34	18	24
35	18	65
36	24	22
37	50	56
38	56	22
39	63	88
40	26	86
41	70	38
42	15	37
43	25	58
44	60	13
45	42	30
46	32	33
47	55	47
48	80	86
49	67	43
50	24	61
51	18	90
52	51	31
53	86	16
54	90	13
55	29	50
56	99	62
57	32	25
58	18	34
59	37	98
60	86	9
61	13	91
62	75	14
63	65	1
64	14	87
65	12	80
66	25	4
67	49	70
68	71	48
69	73	19
70	66	75
71	33	4
72	0	20
73	81	25
74	54	13
75	84	77
76	15	6
77	11	96
78	32	17
79	76	29
80	43	85
81	60	97
82	70	33
83	14	9
84	84	81
85	8	100
86	54	99
87	15	65
88	29	38
89	74	86
90	22	59
91	50	39
92	25	60
93	74	34
94	65	67
95	48	12
96	17	25
97	84	29
98	67	4
99	91	14
100	17	95
101	5	13
102	41	87
103	25	81
104	71	62
105	10	37
106	29	42
107	4	70
108	84	21
109	1	11
110	94	80
111	1	58
112	9	90
113	77	86
114	93	34
115	3	6
116	61	28
117	91	6
118	93	73
119	63	65
120	15	0
121	84	1
122	2	64
123	22	93
124	72	72
125	69	16
126	38	47
127	14	0
128	33	23
129	20	15
130	22	69
131	37	23
132	56	76
133	42	47
134	37	82
135	63	24
136	67	43
137	47	86
138	23	26
139	25	31
140	12	8
141	35	84
142	28	56
143	63	15
144	34	69
145	95	59
146	51	66
147	14	71
148	2	61
149	79	15
150	12	0
151	77	10
152	93	70
153	74	74
154	58	64
155	83	89
156	73	20
157	90	4
158	1	13
159	74	62
160	65	93
161	86	8
162	90	94
163	21	62
164	73	17
165	17	93
166	69	90
167	44	64
168	24	82
169	58	37
170	100	45
171	15	76
172	93	33
173	100	44
174	96	36
175	16	90
176	39	5
177	25	93
178	78	18
179	29	61
180	29	25
181	65	100
182	67	82
183	12	97
184	24	43
185	22	84
186	73	95
187	97	76
188	41	78
189	65	26
190	78	57
191	43	96
192	4	99
193	22	85
194	21	87
195	30	99
196	56	84
197	36	99
198	66	92
199	62	94
200	91	83
201	16	42
202	100	40
203	96	75
204	42	18
205	58	48
206	94	49
207	27	93
208	70	40
209	61	40
210	90	43
211	49	22
212	40	85
213	32	87
214	90	62
215	40	98
216	21	4
217	81	33
218	67	40
219	67	10
220	90	66
221	58	46
222	73	54
223	52	43
224	90	0
225	39	22
226	10	72
227	71	38
228	93	31
229	80	46
230	86	69
231	95	69
232	42	64
233	16	18
234	79	21
235	82	100
236	92	52
237	90	27
238	14	70
239	4	1
240	21	19
241	55	81
242	81	12
243	85	32
244	32	0
245	76	90
246	16	22
247	60	98
248	45	21
249	80	22
250	70	25
251	59	62
252	96	44
253	2	33
254	33	3
255	41	45
256	13	82
257	92	27
258	3	77
259	68	86
260	46	6
261	21	68
262	38	26
263	26	12
264	14	79
265	6	65
266	75	92
267	98	5
268	74	62
269	100	61
270	34	25
271	13	95
272	85	40
273	54	6
274	57	9
275	80	54
276	42	65
277	24	74
278	69	82
279	75	96
280	40	71
281	71	88
282	15	51
283	69	43
284	100	13
285	28	9
286	50	62
287	27	40
288	83	28
289	100	89
290	45	42
291	59	98
292	68	11
293	80	83
294	76	20
295	25	72
296	50	26
297	42	89
298	8	40
299	70	72
