index	x	y
0	94	49
1	23	0
2	27	54
3	64	12
4	7	4
5	93	74
6	23	47
7	23	60
8	2	10
9	25	63
10	70	3
11	0	1
12	37	0
13	55	91
14	27	98
15	20	95
16	77	40
17	12	59
18	73	19
19	17	3
20	38	75
21	21	39
22	65	27
23	58	88
24	43	15
25	87	18
26	53	71
27	58	66
28	93	51
29	30	46
30	49	49
31	72	27
32	48	50
33	3	69
34	17	96
35	56	42
36	31	88
37	36	44
38	26	41
39	2	22
40	95	9
41	76	51
42	49	43
43	85	11
44	77	61
45	11	21
46	95	86
47	39	19
48	36	92
49	83	33
50	8	19
51	83	84
52	99	77
53	69	75
54	56	80
55	85	40
56	10	23
57	18	65
58	10	51
59	30	23
60	98	74
61	86	4
62	48	76
63	91	79
64	13	18
65	82	84
66	38	60
67	71	86
68	23	91
69	25	78
70	81	19
71	72	85
72	73	74
73	2	80
74	92	11
75	32	72
76	54	72
77	71	10
78	35	42
79	10	22
80	40	87
81	3	31
82	73	95
83	52	11
84	54	85
85	75	24
86	77	76
87	51	36
88	76	16
89	65	97
90	83	25
91	47	30
92	63	13
93	84	42
94	94	15
95	55	74
96	51	85
97	86	59
98	81	34
99	20	52
