index	x	y
0	45	18
1	50	12
2	83	41
3	18	51
4	27	60
5	53	70
6	38	10
7	2	84
8	56	80
9	33	54
10	6	71
11	29	94
12	18	70
13	10	45
14	89	22
15	29	15
16	36	77
17	47	6
18	11	22
19	86	47
20	87	37
21	32	56
22	5	8
23	7	1
24	69	27
25	28	9
26	28	83
27	87	50
28	88	17
29	82	46
30	25	54
31	3	24
32	0	30
33	76	14
34	91	51
35	45	40
36	42	57
37	45	36
38	4	71
39	1	60
40	1	47
41	97	5
42	36	62
43	88	61
44	39	100
45	24	53
46	55	77
47	64	47
48	44	76
49	40	53
50	80	44
51	80	17
52	24	5
53	11	9
54	100	55
55	87	91
56	24	78
57	70	79
58	48	62
59	21	59
60	37	96
61	61	54
62	82	0
63	87	46
64	28	44
65	62	46
66	11	36
67	97	37
68	47	46
69	26	87
70	43	74
71	16	29
72	56	60
73	82	23
74	92	3
75	6	88
76	66	1
77	40	27
78	26	85
79	49	97
80	8	80
81	40	48
82	34	25
83	45	50
84	45	85
85	4	5
86	19	100
87	19	1
88	38	88
89	76	80
90	95	41
91	4	77
92	29	76
93	72	83
94	21	38
95	49	93
96	66	45
97	69	11
98	75	23
99	63	37
