index	x	y
0	44	46
1	87	90
2	70	78
3	3	5
4	2	21
5	16	22
6	59	74
7	76	24
8	37	69
9	71	25
10	80	48
11	20	10
12	72	99
13	25	72
14	42	46
15	31	51
16	52	47
17	77	96
18	13	48
19	69	86
20	100	25
21	54	57
22	88	57
23	88	58
24	89	70
25	22	16
26	16	42
27	50	35
28	66	76
29	48	95
30	53	8
31	23	14
32	57	98
33	12	4
34	63	32
35	43	23
36	89	32
37	12	73
38	10	24
39	64	8
40	69	67
41	72	96
42	95	97
43	29	58
44	45	61
45	69	75
46	13	31
47	41	50
48	26	95
49	57	77
50	30	73
51	19	65
52	71	75
53	65	22
54	54	87
55	68	72
56	26	79
57	74	34
58	98	56
59	21	15
60	12	51
61	98	12
62	70	55
63	66	43
64	15	30
65	65	94
66	38	86
67	78	24
68	82	63
69	46	87
70	97	73
71	34	72
72	34	3
73	8	27
74	50	86
75	62	32
76	15	71
77	81	80
78	52	89
79	52	89
80	33	72
81	95	58
82	22	59
83	48	9
84	77	58
85	64	21
86	59	47
87	70	27
88	87	22
89	97	97
90	64	7
91	38	51
92	95	39
93	66	39
94	71	44
95	8	54
96	72	73
97	12	15
98	89	18
99	82	35
