index	x	y
0	78	8
1	46	27
2	66	23
3	32	46
4	64	19
5	37	33
6	49	39
7	33	53
8	75	2
9	99	79
10	70	65
11	13	28
12	49	8
13	76	100
14	27	74
15	32	78
16	91	62
17	4	87
18	23	50
19	94	67
20	52	34
21	54	78
22	30	18
23	64	98
24	13	44
25	92	24
26	42	52
27	21	74
28	43	79
29	66	78
30	24	80
31	76	75
32	43	80
33	71	33
34	94	60
35	96	91
36	36	16
37	52	52
38	64	95
39	29	97
40	44	98
41	54	36
42	9	12
43	73	62
44	25	35
45	40	49
46	82	3
47	61	69
48	41	24
49	8	42
50	46	38
51	12	13
52	98	86
53	19	94
54	66	38
55	17	19
56	85	91
57	12	0
58	35	54
59	89	60
60	75	51
61	31	22
62	75	54
63	75	13
64	55	73
65	98	71
66	31	9
67	67	26
68	34	71
69	79	17
70	21	74
71	96	28
72	17	64
73	91	25
74	63	21
75	31	25
76	86	10
77	97	61
78	12	78
79	54	7
80	97	60
81	77	32
82	97	47
83	24	85
84	58	29
85	19	17
86	56	45
87	21	88
88	20	23
89	94	12
90	52	13
91	17	35
92	1	2
93	86	33
94	5	35
95	76	67
96	17	32
97	59	8
98	36	36
99	74	99
100	11	33
101	5	94
102	89	39
103	48	55
104	74	40
105	66	93
106	33	20
107	43	18
108	87	19
109	18	5
110	0	52
111	30	44
112	78	94
113	72	48
114	62	3
115	44	72
116	62	43
117	66	3
118	93	88
119	82	38
120	94	84
121	94	96
122	20	63
123	51	3
124	92	19
125	58	4
126	94	100
127	89	91
128	57	54
129	78	96
130	93	56
131	96	94
132	52	24
133	78	63
134	82	34
135	26	8
136	14	81
137	30	69
138	91	43
139	83	1
140	21	71
141	76	43
142	91	17
143	95	26
144	53	78
145	5	17
146	49	71
147	33	47
148	23	93
149	17	67
150	43	78
151	46	40
152	14	15
153	94	34
154	19	25
155	69	45
156	11	30
157	54	21
158	66	100
159	44	21
160	88	14
161	7	86
162	58	78
163	16	0
164	20	26
165	4	53
166	19	85
167	22	42
168	37	67
169	55	3
170	23	56
171	20	58
172	52	13
173	2	29
174	76	25
175	33	64
176	6	25
177	66	17
178	63	19
179	100	26
180	73	36
181	26	16
182	51	96
183	57	20
184	58	82
185	15	79
186	84	83
187	65	45
188	44	66
189	100	30
190	77	60
191	71	60
192	9	0
193	99	55
194	75	40
195	97	18
196	7	31
197	48	64
198	32	12
199	95	85
200	5	74
201	70	1
202	30	16
203	98	66
204	42	7
205	14	92
206	84	5
207	47	49
208	27	19
209	64	0
210	4	87
211	12	28
212	7	7
213	56	73
214	52	97
215	23	44
216	11	27
217	99	11
218	84	24
219	53	5
220	28	77
221	12	19
222	70	38
223	76	65
224	90	53
225	32	1
226	29	55
227	45	82
228	44	86
229	27	78
230	17	65
231	95	11
232	67	12
233	4	52
234	90	60
235	67	17
236	22	93
237	3	89
238	73	46
239	85	6
240	84	27
241	0	58
242	100	23
243	6	41
244	95	98
245	13	0
246	39	42
247	87	16
248	16	99
249	28	75
250	51	78
251	4	75
252	3	77
253	80	31
254	69	96
255	9	83
256	66	0
257	35	38
258	90	62
259	11	28
260	13	16
261	20	20
262	62	95
263	93	22
264	25	90
265	24	43
266	45	61
267	20	90
268	4	50
269	30	91
270	73	72
271	83	15
272	34	83
273	69	53
274	35	70
275	74	17
276	43	19
277	75	27
278	18	22
279	4	73
280	95	51
281	38	53
282	99	70
283	13	27
284	42	88
285	52	12
286	4	54
287	24	17
288	66	59
289	36	77
290	66	61
291	19	36
292	0	40
293	82	23
294	66	96
295	37	88
296	70	26
297	4	59
298	98	72
299	82	78
