index	x	y
0	12	69
1	67	42
2	31	10
3	78	38
4	78	11
5	37	90
6	12	57
7	92	65
8	77	6
9	10	16
10	22	37
11	3	39
12	97	67
13	43	3
14	71	91
15	30	48
16	33	20
17	81	66
18	81	91
19	100	94
20	37	49
21	72	2
22	92	94
23	8	55
24	57	100
25	64	12
26	20	5
27	33	47
28	26	47
29	32	43
30	12	83
31	68	67
32	64	51
33	72	45
34	80	30
35	2	41
36	17	8
37	84	40
38	93	27
39	13	14
40	59	14
41	59	28
42	84	85
43	80	26
44	48	64
45	61	27
46	100	31
47	76	43
48	93	6
49	97	77
50	3	10
51	12	40
52	81	37
53	12	77
54	71	49
55	23	11
56	45	14
57	8	10
58	55	61
59	22	6
60	98	96
61	84	71
62	65	96
63	12	45
64	90	90
65	13	10
66	68	61
67	82	43
68	96	61
69	0	7
70	66	75
71	99	98
72	27	10
73	28	36
74	85	55
75	66	47
76	43	37
77	31	12
78	67	0
79	78	46
80	66	89
81	9	63
82	64	82
83	94	47
84	39	78
85	24	54
86	4	40
87	87	8
88	18	92
89	87	34
90	4	86
91	52	65
92	94	60
93	23	52
94	61	31
95	47	63
96	74	82
97	83	17
98	55	2
99	91	26
