index	x	y
0	29	55
1	9	90
2	39	4
3	4	50
4	5	5
5	16	74
6	5	61
7	98	26
8	76	30
9	34	55
10	11	41
11	95	29
12	31	2
13	68	42
14	83	43
15	28	87
16	61	37
17	89	27
18	66	86
19	73	43
20	99	16
21	90	9
22	49	87
23	7	61
24	26	94
25	50	83
26	86	40
27	21	70
28	88	0
29	94	63
30	70	62
31	17	57
32	65	45
33	55	62
34	43	71
35	27	46
36	93	93
37	56	16
38	17	9
39	91	29
40	13	95
41	82	8
42	88	100
43	100	2
44	70	8
45	66	64
46	44	57
47	90	4
48	8	82
49	70	56
50	32	71
51	42	96
52	53	23
53	77	52
54	30	92
55	86	83
56	87	74
57	13	92
58	22	64
59	93	50
60	19	88
61	7	56
62	24	23
63	10	37
64	87	23
65	26	35
66	82	8
67	28	87
68	92	42
69	43	52
70	82	0
71	78	42
72	52	35
73	88	77
74	26	53
75	51	79
76	48	42
77	85	40
78	24	64
79	26	63
80	88	51
81	46	32
82	92	71
83	38	97
84	94	87
85	4	13
86	46	75
87	55	59
88	17	46
89	12	75
90	87	84
91	48	65
92	79	48
93	34	21
94	81	86
95	92	76
96	58	84
97	14	2
98	4	87
99	37	84
100	79	42
101	48	10
102	58	15
103	45	35
104	46	35
105	67	39
106	36	42
107	100	27
108	55	29
109	98	29
110	24	100
111	21	48
112	76	39
113	67	30
114	84	56
115	18	89
116	38	95
117	16	81
118	55	85
119	8	71
120	43	40
121	71	10
122	92	24
123	11	100
124	81	76
125	87	73
126	14	44
127	38	12
128	42	74
129	26	81
130	27	67
131	40	68
132	81	36
133	97	27
134	65	93
135	38	53
136	46	98
137	50	71
138	92	11
139	70	100
140	70	28
141	63	44
142	54	95
143	19	60
144	97	21
145	65	54
146	36	68
147	71	67
148	40	42
149	70	73
150	67	16
151	58	98
152	86	37
153	72	93
154	97	56
155	51	65
156	12	37
157	28	13
158	21	74
159	52	9
160	47	14
161	61	64
162	92	68
163	3	13
164	63	66
165	53	59
166	77	80
167	30	68
168	74	21
169	55	0
170	31	43
171	10	2
172	10	41
173	73	62
174	8	35
175	94	51
176	69	60
177	54	57
178	90	75
179	25	5
180	43	45
181	93	58
182	4	100
183	23	93
184	15	2
185	62	46
186	65	60
187	82	4
188	25	21
189	97	75
190	53	55
191	35	85
192	48	49
193	73	58
194	83	16
195	88	51
196	23	96
197	92	77
198	67	52
199	15	21
