index	x	y
0	77	14
1	0	29
2	82	57
3	99	68
4	15	62
5	81	77
6	22	46
7	65	16
8	71	21
9	0	41
10	46	5
11	27	14
12	85	88
13	0	85
14	64	94
15	28	95
16	82	96
17	64	98
18	0	39
19	6	34
20	66	79
21	76	79
22	36	37
23	14	6
24	82	32
25	4	53
26	36	80
27	9	55
28	41	34
29	65	20
30	22	66
31	41	68
32	89	84
33	51	19
34	74	61
35	41	17
36	17	18
37	66	78
38	71	30
39	73	9
40	40	80
41	48	36
42	15	27
43	89	3
44	74	18
45	19	25
46	19	25
47	53	35
48	26	92
49	24	11
50	62	73
51	9	3
52	81	16
53	86	100
54	52	79
55	60	64
56	71	28
57	8	77
58	72	57
59	85	87
60	84	87
61	75	30
62	80	50
63	67	73
64	71	0
65	91	71
66	30	82
67	53	84
68	89	84
69	44	78
70	69	11
71	37	79
72	28	48
73	9	35
74	19	67
75	94	17
76	30	71
77	70	8
78	81	53
79	30	26
80	41	41
81	31	9
82	2	66
83	57	7
84	89	73
85	40	26
86	11	74
87	40	83
88	16	70
89	32	31
90	77	45
91	40	98
92	23	85
93	79	17
94	13	11
95	72	67
96	35	15
97	87	55
98	12	10
99	67	31
100	4	93
101	21	52
102	88	44
103	42	26
104	36	65
105	29	99
106	27	61
107	10	10
108	89	34
109	48	93
110	53	51
111	44	39
112	76	67
113	15	7
114	62	37
115	56	30
116	39	71
117	78	83
118	10	10
119	1	85
120	74	7
121	85	63
122	97	88
123	22	6
124	71	37
125	0	98
126	74	36
127	50	12
128	85	91
129	74	74
130	46	89
131	92	99
132	9	23
133	64	59
134	25	84
135	4	45
136	65	15
137	58	93
138	62	31
139	14	86
140	68	38
141	51	14
142	99	0
143	0	52
144	26	98
145	84	42
146	84	26
147	41	27
148	15	30
149	51	66
150	49	84
151	22	85
152	14	35
153	82	78
154	34	62
155	18	19
156	35	7
157	26	58
158	69	45
159	62	90
160	83	69
161	2	83
162	82	51
163	32	37
164	58	41
165	21	3
166	0	10
167	11	52
168	59	85
169	5	61
170	44	1
171	81	93
172	24	52
173	7	75
174	61	68
175	80	94
176	0	33
177	93	36
178	69	75
179	26	100
180	66	77
181	47	82
182	6	51
183	59	84
184	11	77
185	16	41
186	60	67
187	52	98
188	89	2
189	8	13
190	34	6
191	93	34
192	36	28
193	24	65
194	26	44
195	97	70
196	44	2
197	3	97
198	0	52
199	72	12
