index	x	y
0	95	37
1	21	15
2	6	0
3	46	62
4	63	15
5	24	52
6	56	72
7	5	32
8	31	49
9	86	36
10	87	12
11	12	89
12	74	35
13	42	9
14	5	47
15	82	80
16	32	14
17	30	15
18	9	79
19	98	51
20	51	17
21	87	52
22	87	37
23	44	98
24	48	99
25	91	64
26	93	54
27	60	45
28	44	71
29	47	47
30	30	39
31	4	30
32	21	85
33	91	77
34	69	72
35	85	56
36	17	14
37	85	99
38	12	24
39	33	40
40	41	26
41	55	68
42	17	43
43	31	11
44	2	64
45	28	65
46	6	67
47	16	10
48	66	76
49	69	60
50	11	25
51	69	42
52	75	44
53	69	62
54	2	59
55	77	42
56	100	83
57	92	32
58	100	76
59	89	92
60	58	61
61	55	56
62	40	31
63	10	62
64	91	83
65	53	93
66	56	87
67	71	98
68	71	8
69	46	20
70	70	70
71	10	72
72	67	51
73	29	2
74	32	59
75	61	63
76	2	94
77	58	68
78	40	57
79	68	70
80	9	0
81	95	24
82	14	90
83	65	59
84	18	84
85	28	65
86	49	21
87	25	91
88	25	81
89	15	52
90	5	35
91	61	18
92	36	86
93	76	62
94	81	82
95	12	6
96	10	15
97	91	90
98	56	13
99	35	87
100	85	93
101	1	1
102	24	56
103	0	54
104	48	38
105	53	47
106	19	73
107	21	48
108	40	56
109	68	62
110	98	60
111	27	43
112	47	96
113	18	42
114	28	97
115	62	84
116	40	28
117	55	12
118	43	2
119	92	33
120	25	9
121	3	55
122	99	47
123	52	48
124	20	32
125	45	50
126	57	9
127	44	8
128	9	66
129	90	9
130	9	25
131	2	92
132	78	95
133	41	26
134	28	84
135	28	67
136	25	100
137	35	96
138	58	94
139	99	69
140	75	38
141	87	48
142	42	33
143	82	98
144	39	22
145	58	37
146	19	94
147	58	91
148	79	71
149	2	23
150	52	81
151	100	75
152	40	10
153	75	92
154	6	20
155	23	14
156	24	82
157	89	54
158	19	7
159	1	65
160	72	64
161	5	82
162	18	41
163	75	69
164	19	8
165	61	68
166	19	31
167	50	32
168	26	70
169	100	95
170	66	80
171	46	18
172	1	45
173	84	52
174	7	4
175	27	45
176	19	94
177	79	40
178	64	44
179	82	6
180	21	37
181	51	41
182	68	42
183	71	82
184	63	23
185	78	94
186	26	53
187	25	58
188	16	48
189	31	69
190	76	82
191	98	90
192	11	92
193	65	96
194	96	50
195	71	51
196	35	99
197	61	77
198	82	86
199	71	64
