index	x	y
0	54	11
1	6	51
2	56	17
3	34	25
4	63	20
5	25	11
6	67	18
7	40	80
8	23	21
9	75	96
10	66	62
11	45	53
12	82	10
13	47	11
14	95	25
15	4	91
16	87	8
17	34	27
18	57	44
19	16	23
20	88	41
21	24	8
22	15	54
23	24	68
24	18	7
25	34	82
26	98	90
27	65	32
28	82	35
29	88	50
30	63	70
31	33	35
32	28	100
33	57	58
34	40	30
35	51	32
36	52	35
37	90	66
38	2	88
39	98	58
40	6	9
41	90	8
42	24	89
43	42	89
44	64	89
45	52	18
46	44	96
47	27	65
48	83	54
49	22	34
50	32	82
51	81	51
52	70	88
53	98	79
54	25	70
55	12	92
56	100	88
57	56	31
58	73	21
59	85	49
60	58	91
61	11	76
62	42	12
63	30	88
64	78	79
65	54	70
66	10	60
67	78	90
68	62	53
69	16	68
70	56	9
71	12	67
72	83	12
73	48	44
74	28	94
75	9	37
76	98	95
77	31	79
78	78	92
79	91	91
80	63	57
81	26	29
82	56	100
83	49	40
84	58	6
85	7	19
86	64	77
87	78	55
88	95	46
89	10	83
90	27	40
91	2	50
92	4	38
93	19	35
94	58	28
95	13	75
96	54	88
97	18	77
98	82	50
99	23	77
100	49	62
101	37	63
102	74	29
103	70	16
104	56	16
105	19	92
106	98	68
107	59	43
108	19	62
109	40	55
110	96	37
111	83	41
112	83	18
113	43	8
114	45	84
115	28	41
116	51	49
117	89	17
118	4	29
119	61	85
120	37	79
121	97	14
122	25	5
123	19	91
124	56	17
125	0	37
126	63	42
127	8	3
128	100	48
129	73	83
130	95	51
131	73	80
132	83	92
133	26	93
134	37	66
135	86	4
136	7	95
137	19	11
138	47	86
139	19	47
140	50	50
141	91	38
142	2	6
143	69	69
144	69	90
145	41	89
146	12	15
147	24	75
148	78	93
149	40	69
150	47	78
151	14	71
152	45	33
153	11	6
154	3	31
155	65	51
156	92	50
157	43	73
158	62	74
159	82	87
160	1	83
161	24	43
162	38	40
163	91	78
164	54	29
165	16	71
166	1	25
167	26	39
168	4	70
169	62	98
170	40	90
171	18	51
172	23	7
173	17	55
174	55	66
175	66	20
176	83	65
177	39	63
178	10	5
179	42	31
180	20	58
181	99	74
182	7	92
183	25	75
184	10	59
185	10	33
186	20	88
187	99	53
188	94	67
189	91	65
190	38	94
191	26	100
192	21	36
193	59	84
194	92	84
195	5	2
196	69	36
197	24	29
198	66	67
199	61	94
