index	x	y
0	86	93
1	15	31
2	24	2
3	2	29
4	51	51
5	31	23
6	28	97
7	20	63
8	54	23
9	85	69
10	18	100
11	1	95
12	50	3
13	90	83
14	90	35
15	85	10
16	9	74
17	63	38
18	34	42
19	93	73
20	24	28
21	96	61
22	51	66
23	66	65
24	14	46
25	17	60
26	89	0
27	18	96
28	58	39
29	26	13
30	50	40
31	41	17
32	47	44
33	14	83
34	24	59
35	52	59
36	4	2
37	95	25
38	62	9
39	58	83
40	63	66
41	97	68
42	17	89
43	98	48
44	31	27
45	76	44
46	11	21
47	34	24
48	92	13
49	73	97
50	51	24
51	75	35
52	11	94
53	61	11
54	84	95
55	39	76
56	19	92
57	60	64
58	89	41
59	73	11
60	19	47
61	39	41
62	6	74
63	34	88
64	74	23
65	24	6
66	18	80
67	62	100
68	81	13
69	6	40
70	88	77
71	28	6
72	5	26
73	17	20
74	55	2
75	54	6
76	21	78
77	47	70
78	18	7
79	6	74
80	11	98
81	76	76
82	70	88
83	65	11
84	72	51
85	61	59
86	54	52
87	51	40
88	25	5
89	29	43
90	72	77
91	45	86
92	93	58
93	96	80
94	31	95
95	2	89
96	92	60
97	37	15
98	45	48
99	59	56
100	26	7
101	75	54
102	13	10
103	65	81
104	63	35
105	80	89
106	80	37
107	62	79
108	34	44
109	82	21
110	69	74
111	92	32
112	46	91
113	66	41
114	89	56
115	43	1
116	48	92
117	98	99
118	37	43
119	93	4
120	22	64
121	26	29
122	65	82
123	33	26
124	38	64
125	4	23
126	51	26
127	23	2
128	86	77
129	91	28
130	51	13
131	75	96
132	84	27
133	95	97
134	23	99
135	70	92
136	64	74
137	1	21
138	95	4
139	100	96
140	58	85
141	15	16
142	2	71
143	67	58
144	67	0
145	97	84
146	11	56
147	88	0
148	97	9
149	17	50
150	58	39
151	71	46
152	36	1
153	12	69
154	66	20
155	29	39
156	87	3
157	0	50
158	69	67
159	84	28
160	31	1
161	46	82
162	3	13
163	42	33
164	32	59
165	61	24
166	73	19
167	9	64
168	30	29
169	25	2
170	40	49
171	24	21
172	63	49
173	51	72
174	58	83
175	26	16
176	71	88
177	97	19
178	69	1
179	97	18
180	53	47
181	16	90
182	63	47
183	79	54
184	84	6
185	22	63
186	63	48
187	80	82
188	97	18
189	54	48
190	35	63
191	92	15
192	70	57
193	77	6
194	7	85
195	71	42
196	55	90
197	19	42
198	96	35
199	32	87
