index	x	y
0	17	14
1	0	12
2	93	76
3	84	94
4	33	6
5	50	74
6	58	92
7	38	97
8	100	84
9	13	22
10	42	39
11	11	56
12	43	92
13	45	79
14	81	94
15	58	36
16	85	55
17	30	29
18	70	76
19	95	43
20	65	4
21	91	26
22	53	75
23	28	21
24	3	0
25	66	67
26	26	73
27	86	4
28	56	77
29	52	71
30	84	18
31	22	1
32	23	64
33	15	92
34	54	18
35	87	21
36	10	9
37	46	29
38	83	48
39	60	75
40	68	29
41	16	41
42	2	69
43	19	37
44	42	45
45	9	45
46	60	43
47	34	66
48	12	26
49	78	100
50	34	85
51	14	72
52	38	15
53	50	10
54	15	60
55	20	25
56	57	43
57	15	56
58	57	32
59	44	58
60	68	57
61	68	86
62	87	39
63	52	88
64	92	53
65	15	55
66	41	60
67	6	69
68	38	52
69	71	10
70	72	77
71	93	26
72	96	28
73	72	21
74	59	50
75	2	22
76	8	12
77	58	52
78	37	9
79	89	85
80	34	56
81	64	29
82	79	32
83	2	63
84	97	44
85	97	70
86	88	93
87	63	25
88	52	14
89	37	56
90	8	0
91	52	27
92	35	3
93	71	82
94	24	37
95	84	41
96	60	94
97	76	43
98	37	44
99	69	15
100	63	81
101	2	9
102	8	31
103	44	70
104	18	73
105	25	53
106	20	42
107	56	92
108	8	14
109	64	5
110	22	25
111	52	85
112	11	61
113	48	31
114	100	30
115	16	22
116	37	16
117	29	27
118	9	92
119	16	62
120	45	75
121	15	6
122	62	8
123	52	12
124	82	96
125	50	14
126	9	29
127	87	66
128	69	95
129	50	58
130	55	70
131	74	55
132	23	68
133	44	51
134	65	51
135	66	43
136	43	38
137	88	69
138	81	29
139	91	77
140	26	23
141	38	15
142	8	17
143	21	75
144	100	9
145	99	81
146	2	62
147	82	7
148	75	93
149	71	78
150	92	3
151	75	20
152	2	43
153	98	71
154	51	81
155	21	53
156	40	70
157	66	10
158	74	88
159	57	50
160	9	41
161	72	73
162	13	77
163	70	92
164	91	23
165	86	27
166	29	100
167	41	15
168	58	45
169	98	40
170	41	62
171	88	75
172	14	66
173	31	19
174	52	25
175	26	66
176	83	91
177	60	61
178	100	91
179	41	13
180	42	85
181	42	90
182	76	48
183	52	0
184	14	87
185	100	61
186	24	41
187	52	47
188	71	87
189	74	100
190	73	33
191	34	3
192	38	39
193	68	70
194	68	60
195	38	97
196	54	7
197	35	31
198	78	1
199	14	85
