index	x	y
0	87	31
1	55	39
2	71	5
3	10	63
4	53	19
5	68	8
6	1	2
7	38	45
8	19	96
9	65	66
10	46	27
11	86	83
12	32	31
13	100	93
14	70	11
15	28	84
16	39	46
17	51	18
18	40	59
19	59	50
20	73	62
21	84	36
22	41	67
23	23	94
24	74	26
25	5	16
26	64	26
27	88	19
28	32	14
29	70	96
30	25	95
31	67	30
32	68	94
33	80	79
34	93	34
35	43	11
36	60	0
37	95	5
38	23	26
39	17	63
40	34	17
41	83	89
42	94	76
43	32	15
44	49	55
45	19	35
46	48	45
47	85	15
48	17	84
49	98	7
50	49	83
51	52	73
52	78	59
53	10	6
54	19	39
55	25	29
56	92	43
57	51	25
58	55	45
59	48	70
60	15	54
61	14	72
62	1	33
63	4	72
64	98	78
65	87	88
66	68	1
67	76	33
68	55	41
69	23	57
70	65	79
71	56	45
72	75	44
73	34	75
74	23	28
75	7	70
76	60	66
77	63	91
78	15	57
79	50	94
80	69	100
81	100	49
82	2	7
83	73	23
84	58	47
85	19	3
86	90	87
87	80	68
88	73	22
89	43	33
90	59	70
91	23	93
92	58	18
93	5	37
94	94	94
95	18	66
96	57	19
97	21	67
98	37	98
99	75	33
100	49	26
101	5	60
102	81	56
103	84	4
104	29	63
105	1	91
106	8	49
107	40	30
108	8	44
109	10	10
110	92	82
111	40	87
112	1	49
113	96	94
114	33	43
115	2	80
116	54	58
117	13	86
118	15	25
119	2	66
120	56	60
121	82	73
122	49	12
123	2	37
124	100	13
125	16	71
126	75	97
127	47	79
128	94	59
129	65	66
130	28	63
131	8	24
132	67	83
133	52	81
134	70	47
135	71	39
136	47	4
137	0	51
138	56	11
139	14	35
140	18	30
141	49	9
142	89	46
143	22	63
144	99	33
145	43	52
146	47	5
147	20	69
148	52	31
149	60	55
150	100	73
151	34	25
152	0	69
153	82	56
154	84	71
155	14	94
156	38	37
157	75	95
158	94	67
159	22	36
160	95	92
161	10	34
162	29	47
163	15	87
164	10	25
165	92	12
166	47	75
167	96	99
168	5	8
169	29	27
170	76	24
171	43	67
172	54	29
173	31	97
174	6	73
175	86	25
176	22	80
177	62	42
178	31	95
179	53	12
180	71	51
181	77	71
182	8	24
183	79	66
184	46	92
185	29	49
186	15	97
187	91	9
188	36	13
189	47	11
190	54	19
191	80	38
192	25	74
193	68	88
194	75	2
195	80	14
196	10	84
197	90	89
198	73	11
199	87	18
200	19	46
201	1	45
202	44	62
203	23	73
204	61	3
205	14	66
206	76	71
207	94	34
208	8	91
209	75	7
210	53	39
211	88	34
212	56	87
213	32	13
214	75	1
215	49	86
216	29	83
217	100	69
218	56	46
219	82	25
220	93	17
221	86	18
222	10	87
223	29	99
224	42	5
225	84	95
226	72	8
227	6	58
228	40	81
229	93	36
230	6	53
231	23	63
232	20	1
233	74	60
234	21	74
235	58	74
236	29	34
237	3	56
238	63	9
239	35	39
240	27	66
241	24	88
242	85	10
243	26	80
244	77	6
245	14	71
246	37	18
247	47	16
248	69	27
249	60	92
250	99	44
251	77	1
252	15	84
253	90	0
254	52	48
255	19	70
256	89	92
257	11	82
258	78	98
259	69	85
260	81	17
261	50	73
262	75	44
263	76	75
264	23	93
265	16	47
266	44	61
267	5	4
268	82	38
269	24	33
270	52	4
271	40	75
272	86	78
273	24	3
274	57	65
275	74	54
276	13	10
277	59	49
278	39	27
279	6	81
280	4	12
281	47	54
282	88	17
283	92	87
284	16	30
285	94	38
286	9	99
287	15	32
288	26	82
289	31	89
290	86	26
291	80	77
292	56	84
293	7	42
294	64	46
295	77	43
296	52	30
297	79	12
298	10	94
299	56	58
