index	x	y
0	96	75
1	9	52
2	82	45
3	37	93
4	18	84
5	53	47
6	8	95
7	63	96
8	17	45
9	36	1
10	38	13
11	80	61
12	61	78
13	84	12
14	25	4
15	25	94
16	70	31
17	59	4
18	97	19
19	14	77
20	95	38
21	62	80
22	55	53
23	46	56
24	91	39
25	65	73
26	31	0
27	40	84
28	15	41
29	85	19
30	59	99
31	56	18
32	28	61
33	96	36
34	60	62
35	17	69
36	86	29
37	92	79
38	9	7
39	88	62
40	11	22
41	44	74
42	24	30
43	78	65
44	10	71
45	56	4
46	3	83
47	74	18
48	73	11
49	32	88
50	53	80
51	27	16
52	93	36
53	48	63
54	75	93
55	23	96
56	86	90
57	70	91
58	45	51
59	35	43
60	15	75
61	16	92
62	49	92
63	86	83
64	27	30
65	55	38
66	51	87
67	48	36
68	18	53
69	72	0
70	10	33
71	1	87
72	5	34
73	14	94
74	56	85
75	83	51
76	100	25
77	8	20
78	95	32
79	14	4
80	88	19
81	76	42
82	93	14
83	71	8
84	63	35
85	41	46
86	15	52
87	88	64
88	70	99
89	53	68
90	2	81
91	92	36
92	2	100
93	13	97
94	92	12
95	15	60
96	53	44
97	72	91
98	69	4
99	57	32
100	91	45
101	96	2
102	24	56
103	11	100
104	57	83
105	59	20
106	79	48
107	11	29
108	72	73
109	61	93
110	44	55
111	7	0
112	34	50
113	70	89
114	17	8
115	81	60
116	29	36
117	42	76
118	65	41
119	0	80
120	41	41
121	77	64
122	97	62
123	54	80
124	40	45
125	46	25
126	6	22
127	30	52
128	89	30
129	13	77
130	13	74
131	100	12
132	7	97
133	64	92
134	87	83
135	93	55
136	89	47
137	8	7
138	4	11
139	50	57
140	63	91
141	70	73
142	18	80
143	65	19
144	43	93
145	9	27
146	76	23
147	41	20
148	11	42
149	52	75
150	33	94
151	14	56
152	54	23
153	25	7
154	45	23
155	18	64
156	86	5
157	4	64
158	43	84
159	36	62
160	63	37
161	93	45
162	8	17
163	67	68
164	97	20
165	16	12
166	73	44
167	22	46
168	16	4
169	71	97
170	92	25
171	4	88
172	71	78
173	48	17
174	58	87
175	18	16
176	20	32
177	93	24
178	4	89
179	45	25
180	90	84
181	65	2
182	41	43
183	73	33
184	95	51
185	69	56
186	83	46
187	81	88
188	63	41
189	98	42
190	22	28
191	37	60
192	69	2
193	85	6
194	71	40
195	57	26
196	81	20
197	56	45
198	29	20
199	51	97
