index	x	y
0	28	71
1	0	39
2	97	33
3	16	84
4	67	97
5	71	70
6	46	100
7	53	86
8	50	79
9	31	55
10	3	26
11	46	63
12	30	3
13	79	66
14	75	66
15	91	6
16	13	1
17	85	70
18	5	37
19	29	47
20	86	16
21	67	98
22	8	60
23	79	100
24	46	99
25	17	49
26	91	88
27	54	31
28	65	99
29	9	47
30	4	32
31	98	72
32	39	20
33	95	31
34	66	48
35	5	56
36	27	28
37	2	28
38	77	1
39	91	38
40	58	41
41	20	97
42	45	54
43	48	73
44	65	20
45	6	7
46	31	58
47	29	36
48	67	6
49	100	4
50	52	60
51	88	6
52	48	87
53	82	37
54	6	14
55	37	94
56	67	79
57	49	74
58	10	3
59	71	44
60	31	21
61	44	29
62	41	79
63	28	15
64	45	73
65	91	27
66	20	6
67	21	95
68	48	14
69	96	16
70	8	46
71	4	52
72	65	10
73	77	94
74	53	12
75	38	75
76	53	28
77	57	70
78	29	32
79	7	76
80	30	3
81	98	51
82	32	85
83	57	91
84	50	71
85	87	74
86	54	35
87	37	40
88	65	59
89	20	16
90	17	74
91	66	54
92	12	17
93	47	0
94	42	40
95	87	0
96	93	86
97	16	8
98	41	66
99	53	89
100	3	63
101	37	86
102	12	14
103	62	2
104	19	32
105	57	76
106	8	49
107	3	91
108	17	36
109	52	35
110	78	38
111	52	38
112	38	27
113	80	38
114	85	32
115	61	55
116	39	25
117	19	34
118	65	97
119	99	86
120	98	47
121	73	1
122	95	34
123	34	76
124	42	26
125	66	41
126	73	42
127	15	42
128	76	86
129	22	11
130	95	78
131	65	47
132	26	47
133	88	16
134	34	81
135	9	43
136	69	59
137	21	57
138	3	23
139	54	59
140	99	15
141	95	59
142	21	5
143	5	89
144	70	29
145	21	43
146	3	79
147	22	90
148	99	47
149	73	71
150	21	21
151	87	77
152	54	44
153	49	80
154	48	67
155	2	99
156	16	32
157	37	30
158	44	56
159	6	92
160	56	80
161	48	72
162	9	8
163	77	48
164	65	22
165	39	63
166	98	29
167	51	48
168	61	37
169	68	42
170	87	39
171	24	69
172	37	16
173	6	20
174	81	28
175	65	30
176	51	9
177	71	71
178	35	45
179	67	69
180	29	50
181	14	90
182	50	81
183	24	29
184	53	73
185	47	62
186	45	2
187	57	38
188	57	25
189	52	24
190	22	61
191	84	67
192	0	34
193	98	12
194	19	23
195	36	31
196	53	79
197	1	15
198	54	28
199	100	6
200	45	76
201	34	31
202	34	88
203	54	37
204	20	48
205	63	7
206	56	39
207	54	32
208	64	91
209	33	65
210	47	80
211	89	75
212	67	44
213	7	65
214	74	74
215	56	54
216	10	70
217	88	67
218	1	18
219	19	83
220	57	53
221	96	43
222	88	86
223	50	53
224	6	42
225	16	79
226	73	56
227	45	73
228	17	0
229	28	27
230	10	54
231	24	57
232	3	96
233	83	74
234	23	81
235	79	27
236	59	56
237	30	73
238	36	94
239	50	98
240	46	66
241	38	54
242	59	73
243	30	47
244	8	70
245	86	61
246	53	42
247	6	47
248	2	100
249	85	1
250	55	64
251	10	16
252	34	85
253	30	70
254	68	65
255	17	16
256	3	67
257	12	48
258	60	23
259	63	38
260	61	3
261	50	94
262	59	13
263	17	69
264	67	70
265	41	53
266	97	18
267	96	70
268	72	80
269	14	50
270	94	94
271	45	61
272	5	76
273	22	94
274	80	2
275	7	39
276	47	9
277	50	30
278	32	55
279	57	86
280	24	63
281	50	37
282	52	3
283	68	32
284	55	66
285	35	96
286	13	5
287	63	37
288	64	12
289	65	63
290	43	15
291	72	23
292	70	54
293	60	97
294	13	98
295	16	41
296	31	15
297	31	30
298	61	37
299	29	31
