index	x	y
0	82	76
1	62	63
2	7	26
3	80	69
4	90	60
5	62	79
6	14	75
7	36	4
8	97	66
9	12	36
10	58	94
11	20	42
12	78	80
13	15	99
14	68	38
15	89	17
16	34	31
17	8	10
18	48	25
19	79	23
20	88	40
21	85	85
22	3	19
23	26	89
24	54	54
25	68	31
26	23	37
27	60	29
28	75	17
29	81	31
30	25	96
31	4	4
32	68	96
33	88	34
34	17	69
35	69	33
36	62	61
37	58	3
38	14	33
39	46	76
40	84	73
41	50	12
42	68	80
43	59	56
44	31	23
45	79	99
46	10	93
47	36	22
48	65	16
49	8	11
50	83	71
51	79	31
52	56	82
53	23	19
54	0	94
55	42	96
56	76	79
57	50	21
58	10	38
59	79	71
60	12	33
61	81	9
62	82	7
63	50	72
64	36	23
65	96	27
66	91	55
67	65	17
68	9	1
69	17	47
70	69	41
71	57	74
72	83	7
73	44	81
74	76	94
75	18	85
76	55	68
77	25	91
78	61	8
79	15	71
80	44	34
81	98	28
82	48	37
83	25	24
84	57	6
85	60	22
86	87	15
87	70	65
88	98	61
89	61	35
90	42	97
91	42	26
92	35	71
93	18	93
94	87	50
95	72	60
96	75	33
97	36	61
98	97	58
99	91	26
