index	x	y
0	30	56
1	89	58
2	19	36
3	18	48
4	80	55
5	87	87
6	60	20
7	88	68
8	22	18
9	22	62
10	22	86
11	26	78
12	25	91
13	28	45
14	82	4
15	36	28
16	2	57
17	96	27
18	30	41
19	100	65
20	40	14
21	29	75
22	92	57
23	63	18
24	59	43
25	66	59
26	73	88
27	74	69
28	23	19
29	17	19
30	25	1
31	33	63
32	58	88
33	58	57
34	81	19
35	64	30
36	73	8
37	9	25
38	43	12
39	96	18
40	23	84
41	86	56
42	19	99
43	13	4
44	44	23
45	96	69
46	83	100
47	97	38
48	6	72
49	45	28
50	79	94
51	50	39
52	54	86
53	45	55
54	88	46
55	18	23
56	44	97
57	64	81
58	88	41
59	73	35
60	24	83
61	78	67
62	98	76
63	0	75
64	64	75
65	79	36
66	82	74
67	65	14
68	41	18
69	47	12
70	53	81
71	55	21
72	54	87
73	3	89
74	27	49
75	88	59
76	20	78
77	30	60
78	73	46
79	88	35
80	90	79
81	8	25
82	79	69
83	26	22
84	39	57
85	47	88
86	55	73
87	83	69
88	0	8
89	91	100
90	82	29
91	29	69
92	64	50
93	35	25
94	37	40
95	88	41
96	87	70
97	32	64
98	34	69
99	24	99
100	57	72
101	70	0
102	44	41
103	99	66
104	20	72
105	64	28
106	82	94
107	78	78
108	71	42
109	34	5
110	3	46
111	76	32
112	40	63
113	75	82
114	31	90
115	10	73
116	90	12
117	15	96
118	96	44
119	49	14
120	59	57
121	78	15
122	8	25
123	65	22
124	43	53
125	72	66
126	99	59
127	11	92
128	38	100
129	37	37
130	0	4
131	13	3
132	78	59
133	81	95
134	44	88
135	4	64
136	12	56
137	62	42
138	65	17
139	1	60
140	70	64
141	24	87
142	24	64
143	48	0
144	41	70
145	67	86
146	59	50
147	45	83
148	23	18
149	100	95
150	80	43
151	20	79
152	57	21
153	100	35
154	79	82
155	86	77
156	93	46
157	56	100
158	27	51
159	27	22
160	99	96
161	19	36
162	25	76
163	59	49
164	8	15
165	29	13
166	95	43
167	44	14
168	15	38
169	49	46
170	6	96
171	92	93
172	52	72
173	9	58
174	86	44
175	80	73
176	22	22
177	50	89
178	36	27
179	12	71
180	58	59
181	13	4
182	0	89
183	41	87
184	38	57
185	26	16
186	20	17
187	27	2
188	4	60
189	66	79
190	63	70
191	15	56
192	9	85
193	21	87
194	30	34
195	67	2
196	83	93
197	98	80
198	76	98
199	81	91
200	99	36
201	100	29
202	81	70
203	44	56
204	86	99
205	92	57
206	96	87
207	69	1
208	76	39
209	58	58
210	20	31
211	56	14
212	88	68
213	81	38
214	41	39
215	23	77
216	4	93
217	75	99
218	42	16
219	70	76
220	11	85
221	46	27
222	62	60
223	60	77
224	31	12
225	25	53
226	82	96
227	89	99
228	51	65
229	99	49
230	71	5
231	60	65
232	71	33
233	2	66
234	73	60
235	81	64
236	8	99
237	62	28
238	44	93
239	86	26
240	16	33
241	92	66
242	65	24
243	20	44
244	73	49
245	37	49
246	16	86
247	98	88
248	52	19
249	85	35
250	45	18
251	53	65
252	1	81
253	42	52
254	97	81
255	11	36
256	43	67
257	90	23
258	59	61
259	4	20
260	42	5
261	10	87
262	64	93
263	95	53
264	29	83
265	55	56
266	9	48
267	25	79
268	93	0
269	51	75
270	73	45
271	52	66
272	84	51
273	0	25
274	71	63
275	68	61
276	62	45
277	61	60
278	61	28
279	31	96
280	80	25
281	48	30
282	79	17
283	89	89
284	89	77
285	13	11
286	71	93
287	79	45
288	90	37
289	85	88
290	38	4
291	87	81
292	47	74
293	95	11
294	29	70
295	1	86
296	74	71
297	84	19
298	0	57
299	72	98
