index	x	y
0	49	89
1	37	79
2	82	49
3	23	96
4	9	99
5	24	61
6	92	92
7	59	65
8	95	66
9	95	44
10	51	47
11	45	96
12	3	50
13	23	25
14	78	28
15	60	5
16	41	62
17	6	40
18	12	28
19	97	64
20	53	99
21	80	77
22	92	51
23	56	60
24	83	62
25	21	3
26	58	46
27	2	16
28	34	35
29	3	26
30	8	88
31	38	80
32	70	93
33	2	13
34	72	36
35	55	33
36	46	84
37	52	74
38	65	60
39	55	66
40	91	96
41	43	5
42	38	51
43	89	74
44	79	53
45	86	39
46	45	70
47	40	26
48	54	40
49	0	70
50	57	92
51	61	2
52	90	82
53	88	64
54	71	59
55	83	99
56	55	2
57	77	78
58	96	8
59	30	83
60	10	69
61	90	56
62	76	33
63	36	70
64	68	57
65	0	18
66	57	25
67	99	20
68	77	82
69	50	20
70	9	68
71	46	43
72	74	15
73	14	46
74	8	28
75	60	11
76	28	33
77	84	19
78	37	82
79	91	42
80	32	76
81	58	92
82	64	96
83	47	25
84	17	6
85	99	88
86	70	84
87	47	89
88	93	82
89	9	53
90	50	6
91	30	47
92	86	83
93	36	23
94	55	83
95	20	50
96	66	47
97	49	81
98	67	14
99	13	46
100	31	10
101	0	68
102	42	77
103	8	54
104	12	70
105	53	45
106	17	73
107	81	37
108	17	50
109	89	2
110	71	26
111	13	12
112	80	76
113	80	19
114	97	35
115	78	61
116	30	6
117	83	58
118	56	52
119	79	33
120	20	34
121	38	69
122	32	100
123	1	28
124	48	86
125	22	86
126	68	92
127	24	39
128	7	98
129	91	81
130	37	9
131	12	82
132	30	62
133	6	65
134	25	77
135	21	24
136	78	10
137	4	44
138	77	16
139	80	55
140	47	1
141	38	54
142	95	74
143	0	22
144	55	43
145	50	63
146	59	99
147	57	58
148	4	21
149	16	16
150	90	81
151	72	61
152	89	66
153	67	58
154	31	30
155	82	46
156	44	98
157	31	67
158	65	10
159	25	64
160	78	54
161	100	40
162	4	4
163	25	99
164	46	45
165	37	6
166	55	41
167	0	52
168	16	94
169	89	94
170	82	67
171	56	96
172	42	21
173	13	45
174	19	91
175	14	1
176	82	6
177	75	79
178	92	0
179	89	9
180	11	20
181	84	94
182	11	4
183	6	52
184	15	98
185	23	66
186	66	1
187	34	15
188	75	91
189	100	96
190	19	12
191	99	0
192	98	16
193	88	22
194	75	79
195	28	60
196	9	56
197	44	20
198	49	43
199	55	55
