index	x	y
0	90	28
1	69	88
2	74	65
3	24	70
4	62	70
5	39	11
6	95	16
7	36	93
8	86	87
9	58	9
10	30	68
11	19	49
12	55	62
13	33	79
14	83	90
15	1	81
16	29	40
17	43	46
18	59	16
19	26	94
20	53	58
21	86	6
22	86	18
23	4	7
24	19	85
25	90	26
26	65	60
27	83	17
28	64	67
29	19	8
30	31	100
31	66	48
32	24	71
33	27	60
34	50	90
35	46	99
36	78	91
37	19	10
38	35	40
39	16	5
40	9	70
41	87	84
42	69	54
43	81	92
44	65	98
45	74	22
46	68	47
47	3	37
48	63	78
49	87	80
50	50	88
51	11	96
52	92	13
53	32	73
54	58	8
55	100	30
56	98	85
57	6	10
58	37	68
59	99	9
60	97	62
61	60	93
62	94	99
63	7	82
64	46	62
65	6	3
66	61	40
67	0	37
68	16	41
69	77	95
70	16	31
71	45	47
72	83	94
73	78	23
74	83	85
75	78	55
76	88	76
77	26	45
78	9	79
79	90	75
80	99	63
81	99	98
82	83	98
83	52	80
84	56	77
85	32	91
86	52	37
87	99	52
88	51	5
89	47	85
90	37	15
91	40	43
92	27	65
93	94	50
94	39	86
95	78	31
96	32	18
97	19	17
98	22	58
99	25	60
100	81	69
101	59	51
102	66	89
103	47	55
104	88	95
105	13	50
106	60	87
107	61	97
108	91	32
109	57	100
110	46	6
111	88	14
112	85	2
113	84	71
114	68	76
115	18	58
116	90	96
117	92	23
118	47	6
119	31	15
120	7	92
121	67	38
122	29	45
123	62	1
124	68	61
125	49	24
126	24	66
127	45	65
128	42	97
129	24	88
130	6	54
131	72	78
132	91	62
133	66	46
134	71	47
135	78	77
136	99	43
137	75	98
138	22	78
139	56	26
140	79	76
141	30	21
142	77	29
143	62	95
144	88	62
145	37	98
146	1	55
147	17	49
148	44	88
149	20	77
150	85	77
151	5	61
152	83	52
153	30	15
154	32	70
155	96	11
156	31	70
157	37	11
158	38	33
159	9	1
160	90	74
161	90	48
162	66	82
163	37	50
164	47	4
165	21	31
166	81	16
167	28	29
168	66	68
169	38	18
170	95	73
171	90	8
172	32	52
173	23	27
174	79	8
175	20	36
176	98	13
177	65	86
178	16	0
179	35	56
180	25	0
181	75	57
182	22	9
183	69	49
184	67	21
185	28	38
186	98	23
187	47	35
188	21	91
189	26	35
190	23	42
191	78	0
192	48	61
193	5	13
194	61	83
195	38	72
196	25	100
197	28	60
198	94	61
199	11	53
200	98	79
201	50	78
202	36	28
203	92	39
204	5	92
205	52	47
206	3	55
207	1	45
208	30	16
209	3	79
210	2	3
211	74	30
212	69	13
213	40	33
214	86	75
215	52	60
216	12	25
217	88	32
218	69	85
219	63	83
220	70	91
221	2	2
222	41	12
223	89	70
224	39	19
225	42	57
226	23	94
227	23	38
228	52	96
229	47	90
230	52	98
231	72	87
232	74	56
233	21	95
234	76	19
235	95	55
236	63	97
237	21	85
238	80	59
239	26	96
240	91	72
241	59	38
242	37	87
243	98	58
244	6	98
245	56	22
246	80	3
247	25	92
248	39	91
249	53	40
250	5	91
251	90	92
252	37	49
253	14	54
254	34	22
255	50	69
256	14	11
257	80	6
258	60	7
259	96	66
260	50	96
261	61	58
262	5	40
263	60	40
264	75	83
265	1	38
266	26	43
267	0	2
268	60	2
269	11	59
270	93	99
271	62	93
272	0	36
273	53	74
274	13	11
275	2	25
276	52	47
277	95	96
278	79	18
279	28	15
280	55	39
281	85	58
282	44	62
283	87	19
284	75	33
285	54	79
286	97	15
287	47	29
288	79	0
289	58	99
290	34	43
291	43	42
292	48	14
293	43	54
294	45	65
295	73	56
296	72	82
297	9	58
298	51	31
299	20	90
