index	x	y
0	48	12
1	80	50
2	44	2
3	76	92
4	31	1
5	74	17
6	74	43
7	10	75
8	50	20
9	40	49
10	91	58
11	89	51
12	72	56
13	94	48
14	65	0
15	66	87
16	95	11
17	59	98
18	10	26
19	80	57
20	80	55
21	70	88
22	84	0
23	99	17
24	39	47
25	36	60
26	59	35
27	4	16
28	36	49
29	96	14
30	8	50
31	41	86
32	89	50
33	34	25
34	6	48
35	55	70
36	97	67
37	47	93
38	4	21
39	37	88
40	17	73
41	14	76
42	31	64
43	22	37
44	24	10
45	34	14
46	30	20
47	90	85
48	1	67
49	22	54
50	76	4
51	75	88
52	34	93
53	29	23
54	84	80
55	41	0
56	64	92
57	52	31
58	41	62
59	93	35
60	48	11
61	13	66
62	60	2
63	98	22
64	4	1
65	13	40
66	22	4
67	53	69
68	18	96
69	73	100
70	7	64
71	5	18
72	69	47
73	14	42
74	24	28
75	72	67
76	16	90
77	69	78
78	95	61
79	51	3
80	40	98
81	99	57
82	33	42
83	5	66
84	29	10
85	44	54
86	63	17
87	38	7
88	6	81
89	73	34
90	52	1
91	10	23
92	38	34
93	21	13
94	47	92
95	65	65
96	27	34
97	100	71
98	84	84
99	88	34
