index	x	y
0	61	38
1	63	58
2	45	34
3	46	69
4	38	94
5	63	1
6	92	65
7	94	1
8	53	89
9	21	95
10	75	36
11	99	44
12	0	4
13	47	61
14	67	34
15	35	97
16	91	89
17	11	84
18	59	63
19	94	94
20	61	47
21	74	29
22	66	10
23	89	34
24	36	89
25	33	48
26	44	86
27	81	53
28	93	71
29	45	38
30	48	96
31	36	49
32	41	58
33	25	21
34	93	100
35	57	58
36	5	83
37	59	72
38	23	85
39	57	12
40	39	24
41	18	10
42	34	57
43	91	9
44	46	87
45	15	31
46	24	11
47	67	44
48	38	23
49	29	8
50	65	90
51	4	35
52	91	95
53	15	10
54	7	53
55	72	43
56	44	17
57	42	49
58	30	68
59	47	59
60	7	31
61	51	6
62	98	96
63	100	99
64	21	1
65	70	73
66	5	45
67	75	14
68	75	19
69	28	45
70	59	1
71	93	26
72	70	88
73	89	28
74	76	88
75	64	64
76	52	34
77	45	24
78	32	48
79	56	8
80	19	26
81	98	39
82	52	28
83	29	49
84	48	14
85	35	16
86	2	95
87	2	90
88	78	87
89	46	72
90	56	11
91	50	96
92	12	18
93	38	97
94	56	88
95	38	73
96	39	54
97	98	74
98	43	25
99	52	69
100	27	79
101	31	48
102	92	42
103	12	22
104	40	70
105	67	26
106	77	3
107	6	20
108	65	49
109	33	69
110	93	83
111	6	44
112	84	14
113	43	18
114	0	33
115	66	67
116	89	10
117	44	56
118	32	96
119	95	49
120	34	36
121	72	9
122	5	9
123	54	48
124	94	77
125	98	50
126	44	12
127	13	41
128	53	32
129	68	41
130	68	3
131	46	63
132	14	37
133	16	92
134	54	70
135	61	76
136	44	44
137	72	69
138	38	85
139	31	59
140	64	29
141	3	2
142	68	20
143	38	75
144	10	48
145	25	13
146	89	16
147	39	71
148	29	24
149	21	93
150	20	9
151	46	30
152	16	51
153	58	31
154	95	22
155	86	57
156	58	76
157	26	99
158	86	6
159	1	5
160	90	39
161	1	84
162	84	15
163	85	98
164	90	54
165	81	58
166	76	8
167	87	4
168	85	79
169	28	95
170	70	32
171	74	76
172	84	30
173	53	43
174	46	65
175	48	92
176	40	32
177	60	17
178	100	14
179	39	34
180	32	69
181	84	47
182	19	23
183	10	6
184	40	37
185	10	27
186	51	57
187	65	71
188	25	57
189	28	30
190	73	77
191	26	39
192	93	61
193	35	40
194	36	59
195	15	69
196	28	41
197	71	62
198	53	58
199	65	6
200	53	10
201	52	48
202	23	50
203	80	88
204	62	12
205	36	63
206	33	72
207	54	59
208	51	0
209	42	99
210	86	98
211	18	77
212	96	56
213	79	35
214	15	2
215	77	96
216	26	9
217	67	41
218	30	44
219	54	42
220	49	57
221	37	56
222	1	27
223	49	43
224	74	100
225	58	58
226	9	96
227	38	54
228	36	15
229	31	35
230	64	61
231	41	2
232	44	62
233	93	31
234	10	9
235	62	22
236	18	81
237	51	72
238	64	60
239	65	98
240	46	51
241	19	92
242	13	10
243	44	33
244	84	22
245	99	78
246	61	77
247	97	66
248	65	93
249	20	46
250	26	93
251	4	33
252	81	28
253	98	75
254	23	54
255	65	27
256	19	84
257	60	78
258	46	51
259	52	4
260	62	29
261	73	92
262	86	74
263	40	16
264	20	29
265	72	68
266	10	58
267	35	43
268	88	92
269	89	84
270	89	75
271	14	72
272	40	66
273	4	56
274	60	80
275	55	22
276	34	84
277	63	32
278	5	3
279	54	78
280	62	60
281	91	13
282	36	41
283	83	19
284	23	86
285	27	1
286	7	89
287	26	20
288	96	43
289	7	7
290	30	69
291	95	99
292	78	64
293	82	21
294	10	57
295	57	87
296	90	5
297	29	42
298	15	32
299	66	10
