index	x	y
0	43	94
1	15	95
2	29	4
3	77	8
4	41	55
5	69	48
6	30	93
7	55	60
8	64	10
9	25	15
10	76	54
11	95	71
12	64	27
13	42	1
14	43	67
15	26	59
16	63	54
17	55	53
18	88	54
19	81	18
20	45	78
21	17	87
22	24	99
23	68	72
24	3	13
25	11	96
26	84	93
27	38	96
28	99	55
29	0	0
30	94	88
31	7	71
32	3	23
33	19	82
34	28	71
35	100	2
36	66	82
37	14	47
38	18	80
39	74	81
40	33	27
41	6	50
42	72	4
43	23	52
44	83	82
45	97	86
46	40	51
47	41	93
48	92	1
49	86	32
50	48	8
51	94	87
52	88	0
53	97	78
54	52	58
55	57	33
56	22	3
57	39	54
58	26	22
59	32	89
60	30	15
61	5	47
62	45	94
63	33	27
64	91	0
65	99	93
66	55	42
67	93	80
68	75	78
69	13	16
70	77	15
71	15	63
72	15	5
73	75	26
74	92	38
75	53	81
76	59	64
77	65	63
78	74	7
79	19	20
80	93	45
81	9	39
82	81	85
83	97	17
84	25	30
85	47	2
86	40	45
87	88	22
88	38	10
89	2	65
90	2	77
91	11	74
92	66	2
93	90	10
94	78	88
95	99	56
96	36	3
97	77	96
98	36	47
99	47	16
100	50	22
101	31	97
102	76	89
103	3	99
104	9	85
105	31	35
106	67	47
107	69	79
108	31	2
109	86	16
110	67	100
111	59	47
112	80	58
113	55	6
114	53	41
115	47	9
116	55	66
117	75	21
118	22	37
119	89	8
120	51	14
121	43	69
122	34	11
123	90	17
124	25	78
125	8	2
126	78	84
127	71	48
128	95	33
129	18	44
130	59	48
131	4	79
132	59	49
133	41	100
134	4	80
135	74	21
136	60	54
137	48	36
138	55	21
139	85	100
140	30	57
141	85	10
142	98	77
143	36	95
144	74	20
145	72	38
146	7	73
147	4	37
148	8	88
149	35	61
150	30	20
151	76	43
152	11	70
153	47	98
154	76	36
155	8	42
156	15	31
157	19	31
158	61	17
159	71	15
160	66	19
161	25	33
162	53	70
163	60	78
164	2	10
165	85	41
166	48	71
167	69	38
168	28	76
169	27	65
170	18	28
171	76	4
172	43	1
173	79	34
174	48	17
175	35	92
176	4	87
177	35	69
178	85	33
179	59	62
180	50	13
181	16	74
182	51	36
183	76	85
184	14	4
185	96	16
186	76	89
187	99	79
188	34	92
189	66	93
190	19	47
191	32	72
192	3	69
193	98	52
194	41	35
195	56	74
196	87	72
197	53	70
198	82	37
199	73	45
200	30	46
201	79	9
202	26	87
203	77	37
204	15	71
205	79	11
206	41	100
207	99	73
208	86	12
209	16	2
210	7	77
211	81	55
212	78	67
213	98	42
214	91	1
215	23	36
216	85	10
217	14	58
218	36	24
219	83	40
220	69	0
221	81	100
222	43	88
223	32	2
224	71	18
225	18	49
226	49	99
227	35	2
228	53	96
229	15	87
230	17	4
231	96	14
232	17	2
233	34	47
234	48	92
235	80	44
236	45	84
237	60	82
238	69	36
239	93	51
240	72	84
241	34	46
242	23	41
243	1	43
244	0	64
245	67	42
246	51	34
247	31	79
248	61	9
249	35	59
250	63	47
251	78	16
252	84	99
253	91	65
254	35	73
255	7	74
256	55	77
257	29	94
258	39	11
259	22	86
260	69	68
261	74	62
262	46	14
263	58	23
264	38	56
265	61	82
266	37	49
267	8	12
268	74	85
269	57	30
270	48	90
271	85	46
272	42	57
273	72	35
274	9	52
275	35	10
276	22	51
277	92	98
278	64	29
279	2	40
280	63	8
281	14	50
282	1	17
283	96	39
284	14	1
285	47	37
286	58	14
287	17	90
288	43	44
289	12	1
290	68	86
291	17	67
292	98	59
293	22	73
294	24	61
295	19	12
296	34	62
297	50	100
298	92	19
299	74	11
