index	x	y
0	91	68
1	4	17
2	83	28
3	25	29
4	0	72
5	46	17
6	6	43
7	16	32
8	56	89
9	3	87
10	42	82
11	49	72
12	63	16
13	57	18
14	58	13
15	95	18
16	18	65
17	41	71
18	24	0
19	95	45
20	74	45
21	22	29
22	92	49
23	86	10
24	49	40
25	40	12
26	25	12
27	87	55
28	64	39
29	99	95
30	11	8
31	59	96
32	84	68
33	31	41
34	0	67
35	15	46
36	66	6
37	5	60
38	23	75
39	1	7
40	91	47
41	43	98
42	9	30
43	87	15
44	49	37
45	46	46
46	68	61
47	8	93
48	25	84
49	60	49
50	66	22
51	93	18
52	77	58
53	19	87
54	11	3
55	70	10
56	3	9
57	32	93
58	42	5
59	28	50
60	68	21
61	20	44
62	83	6
63	86	36
64	1	64
65	12	88
66	44	89
67	65	90
68	64	95
69	4	40
70	98	47
71	31	59
72	92	33
73	4	99
74	4	4
75	5	50
76	88	94
77	12	12
78	3	72
79	49	40
80	32	99
81	44	80
82	67	95
83	54	27
84	23	14
85	62	49
86	95	54
87	81	67
88	93	26
89	55	40
90	21	39
91	19	2
92	54	3
93	70	95
94	81	68
95	19	44
96	38	25
97	30	100
98	76	89
99	21	74
100	99	100
101	63	74
102	93	98
103	67	97
104	75	37
105	60	49
106	91	36
107	91	22
108	40	5
109	58	4
110	2	70
111	93	29
112	91	59
113	3	96
114	37	5
115	89	38
116	40	45
117	100	55
118	44	19
119	10	75
120	34	23
121	99	77
122	38	38
123	52	79
124	18	35
125	15	20
126	59	45
127	4	41
128	23	47
129	71	70
130	90	38
131	43	11
132	47	40
133	20	30
134	68	55
135	82	94
136	92	62
137	10	82
138	12	85
139	0	7
140	5	4
141	44	37
142	9	76
143	12	42
144	90	5
145	91	20
146	97	48
147	94	78
148	16	80
149	97	92
150	77	66
151	73	89
152	85	27
153	75	22
154	56	27
155	58	19
156	54	52
157	65	53
158	51	86
159	44	19
160	98	55
161	82	20
162	52	33
163	41	48
164	8	38
165	9	97
166	92	17
167	87	27
168	22	85
169	48	70
170	71	22
171	9	59
172	4	95
173	23	35
174	31	92
175	7	27
176	45	81
177	7	53
178	9	72
179	32	37
180	82	82
181	26	36
182	2	59
183	1	0
184	92	14
185	4	73
186	19	41
187	45	100
188	69	76
189	6	2
190	29	2
191	75	87
192	77	51
193	34	49
194	32	70
195	51	5
196	81	83
197	36	80
198	7	60
199	39	81
