index	x	y
0	62	32
1	19	42
2	98	17
3	70	83
4	25	12
5	28	16
6	26	50
7	25	46
8	83	71
9	9	87
10	66	56
11	81	38
12	31	2
13	36	21
14	22	24
15	61	66
16	96	78
17	33	51
18	20	42
19	83	60
20	55	89
21	31	95
22	59	22
23	9	53
24	74	66
25	8	79
26	72	43
27	52	11
28	70	66
29	62	53
30	46	92
31	81	41
32	62	44
33	20	85
34	79	55
35	61	91
36	26	72
37	88	8
38	71	26
39	41	72
40	91	54
41	83	70
42	100	7
43	16	14
44	55	31
45	4	92
46	36	40
47	78	18
48	63	16
49	43	72
50	56	13
51	63	48
52	34	28
53	4	21
54	41	17
55	21	19
56	73	28
57	38	40
58	63	0
59	93	100
60	90	3
61	67	94
62	17	39
63	86	42
64	2	56
65	28	18
66	14	83
67	83	45
68	24	10
69	29	22
70	2	39
71	29	93
72	50	93
73	33	34
74	33	6
75	30	33
76	69	100
77	4	16
78	34	41
79	88	99
80	57	40
81	7	74
82	19	10
83	73	87
84	85	90
85	0	14
86	25	29
87	65	71
88	58	67
89	1	36
90	83	91
91	49	88
92	12	75
93	60	34
94	72	90
95	43	97
96	92	7
97	8	55
98	37	55
99	80	75
