index	x	y
0	93	11
1	60	37
2	59	88
3	71	26
4	10	90
5	65	19
6	5	26
7	42	2
8	86	23
9	47	47
10	39	19
11	50	66
12	77	44
13	69	5
14	51	11
15	79	90
16	61	96
17	45	64
18	47	87
19	25	18
20	90	71
21	84	27
22	15	20
23	65	54
24	62	17
25	25	28
26	26	20
27	83	36
28	31	39
29	6	54
30	54	89
31	37	16
32	92	5
33	29	69
34	55	68
35	48	6
36	8	68
37	23	98
38	49	48
39	55	7
40	60	53
41	64	65
42	19	9
43	97	39
44	18	11
45	46	96
46	93	14
47	2	72
48	44	49
49	67	85
50	44	15
51	11	53
52	77	57
53	33	62
54	13	86
55	36	58
56	86	20
57	70	83
58	78	2
59	24	33
60	43	31
61	85	92
62	39	37
63	1	6
64	6	35
65	26	56
66	90	73
67	76	13
68	29	72
69	65	11
70	79	67
71	72	17
72	71	21
73	66	6
74	67	99
75	87	49
76	37	40
77	84	5
78	69	35
79	98	11
80	81	41
81	27	25
82	0	67
83	77	64
84	72	61
85	72	97
86	94	65
87	20	39
88	90	64
89	10	24
90	42	45
91	75	77
92	6	97
93	18	26
94	86	79
95	78	31
96	55	10
97	9	29
98	11	60
99	97	25
100	30	15
101	24	57
102	15	26
103	54	30
104	32	66
105	9	83
106	29	63
107	26	53
108	2	41
109	47	15
110	3	50
111	19	45
112	92	7
113	35	75
114	33	75
115	71	23
116	2	64
117	59	49
118	83	88
119	1	100
120	58	97
121	28	45
122	16	96
123	57	30
124	99	55
125	54	50
126	44	62
127	13	34
128	50	32
129	94	60
130	76	32
131	78	84
132	27	86
133	82	91
134	81	21
135	72	23
136	63	100
137	72	99
138	51	30
139	35	65
140	42	20
141	51	93
142	35	19
143	67	44
144	49	29
145	24	57
146	60	34
147	50	2
148	95	28
149	91	56
150	34	89
151	78	43
152	33	68
153	49	64
154	97	14
155	32	94
156	75	70
157	15	43
158	67	76
159	27	74
160	16	24
161	21	96
162	18	73
163	1	73
164	26	95
165	38	26
166	53	19
167	9	34
168	14	88
169	66	25
170	22	2
171	62	62
172	78	12
173	15	53
174	89	0
175	70	45
176	91	69
177	20	38
178	17	49
179	28	15
180	86	94
181	37	58
182	56	6
183	8	60
184	97	16
185	92	20
186	66	76
187	56	74
188	41	43
189	82	5
190	51	36
191	16	58
192	27	93
193	34	64
194	44	66
195	19	70
196	87	29
197	11	90
198	30	37
199	91	55
200	100	18
201	8	70
202	28	80
203	48	92
204	74	8
205	4	57
206	83	46
207	68	76
208	11	17
209	53	23
210	41	32
211	20	53
212	79	21
213	74	50
214	17	88
215	67	88
216	35	59
217	1	74
218	99	67
219	24	55
220	30	22
221	88	50
222	27	96
223	17	8
224	99	14
225	73	93
226	82	13
227	35	4
228	28	28
229	75	55
230	59	35
231	0	88
232	83	73
233	30	84
234	78	27
235	2	18
236	20	10
237	24	26
238	29	58
239	53	58
240	63	49
241	91	63
242	91	36
243	12	8
244	75	37
245	8	16
246	87	55
247	86	6
248	18	75
249	10	48
250	40	84
251	66	87
252	69	66
253	8	2
254	50	56
255	19	69
256	70	66
257	32	13
258	71	62
259	27	78
260	16	84
261	35	88
262	39	32
263	64	20
264	32	37
265	83	5
266	49	42
267	11	85
268	6	60
269	94	83
270	95	71
271	44	60
272	76	68
273	51	97
274	19	80
275	33	82
276	70	23
277	41	51
278	84	57
279	28	91
280	81	62
281	12	8
282	85	93
283	87	32
284	11	89
285	16	46
286	50	94
287	96	78
288	5	59
289	41	96
290	42	1
291	96	76
292	54	76
293	97	80
294	63	78
295	93	41
296	54	40
297	0	10
298	26	22
299	64	21
