index	x	y
0	78	41
1	26	78
2	74	89
3	66	7
4	12	84
5	89	87
6	41	34
7	16	15
8	32	48
9	61	86
10	80	68
11	30	2
12	61	81
13	37	42
14	81	73
15	71	40
16	60	84
17	98	60
18	41	71
19	21	68
20	42	29
21	61	8
22	51	84
23	6	9
24	93	95
25	80	26
26	49	76
27	49	26
28	35	59
29	87	92
30	0	48
31	83	72
32	11	58
33	30	89
34	56	75
35	17	17
36	81	24
37	46	55
38	63	18
39	31	67
40	43	33
41	58	56
42	24	3
43	12	20
44	14	84
45	98	18
46	74	31
47	64	72
48	8	89
49	43	32
50	53	38
51	91	38
52	18	15
53	24	15
54	30	79
55	32	12
56	44	79
57	58	31
58	66	14
59	64	45
60	67	10
61	60	82
62	48	38
63	10	94
64	27	48
65	41	69
66	17	56
67	52	2
68	63	84
69	94	65
70	53	52
71	10	44
72	21	72
73	94	82
74	76	24
75	90	21
76	38	52
77	2	89
78	21	45
79	9	75
80	82	46
81	58	57
82	87	42
83	2	68
84	58	11
85	52	26
86	76	15
87	99	68
88	95	54
89	94	37
90	71	20
91	33	90
92	44	73
93	3	2
94	89	16
95	1	29
96	30	44
97	13	66
98	71	59
99	57	14
