index	x	y
0	9	31
1	85	71
2	8	98
3	58	70
4	81	33
5	17	21
6	7	62
7	23	11
8	42	83
9	75	5
10	70	44
11	17	34
12	52	70
13	57	58
14	66	89
15	75	12
16	30	38
17	90	28
18	48	99
19	5	75
20	100	44
21	17	54
22	62	93
23	46	78
24	68	77
25	39	27
26	83	83
27	89	7
28	13	38
29	15	59
30	39	82
31	92	60
32	52	72
33	27	95
34	58	68
35	55	48
36	48	6
37	90	0
38	86	35
39	91	22
40	89	84
41	14	94
42	33	93
43	2	22
44	31	98
45	93	66
46	52	66
47	44	0
48	21	19
49	73	70
50	58	28
51	81	81
52	31	85
53	68	77
54	9	74
55	100	56
56	74	78
57	88	4
58	2	45
59	76	93
60	68	23
61	59	90
62	19	34
63	57	9
64	17	84
65	45	11
66	40	35
67	82	42
68	18	47
69	80	72
70	27	95
71	91	83
72	27	45
73	0	83
74	48	23
75	69	74
76	20	16
77	82	18
78	81	55
79	26	83
80	38	38
81	67	57
82	23	23
83	9	96
84	22	21
85	48	74
86	29	10
87	9	56
88	96	62
89	13	83
90	21	40
91	49	66
92	98	77
93	18	5
94	0	58
95	39	75
96	39	98
97	70	19
98	45	88
99	29	53
100	32	40
101	66	30
102	65	7
103	41	51
104	65	45
105	40	65
106	80	87
107	30	29
108	11	21
109	96	27
110	83	38
111	89	97
112	69	79
113	29	42
114	83	39
115	5	56
116	55	75
117	52	42
118	50	85
119	35	44
120	38	74
121	29	0
122	34	10
123	48	24
124	10	33
125	79	22
126	86	100
127	25	43
128	12	38
129	35	72
130	57	88
131	0	6
132	22	51
133	24	54
134	29	99
135	91	33
136	65	48
137	42	78
138	48	29
139	30	61
140	18	53
141	87	41
142	36	79
143	55	87
144	65	41
145	24	38
146	73	65
147	15	24
148	90	46
149	78	94
150	64	55
151	55	38
152	45	91
153	83	46
154	9	37
155	8	78
156	3	16
157	63	73
158	54	81
159	74	91
160	85	62
161	98	12
162	33	94
163	68	40
164	77	10
165	67	35
166	50	23
167	45	48
168	9	17
169	90	0
170	20	27
171	2	53
172	28	20
173	50	88
174	52	10
175	26	31
176	92	83
177	30	54
178	86	86
179	36	45
180	13	55
181	30	37
182	82	15
183	31	50
184	36	14
185	31	89
186	90	98
187	94	10
188	22	31
189	27	25
190	35	29
191	13	57
192	27	15
193	68	72
194	25	28
195	47	82
196	21	80
197	46	90
198	73	3
199	17	53
200	75	23
201	46	59
202	2	85
203	5	4
204	11	66
205	53	28
206	83	33
207	23	100
208	85	4
209	86	24
210	46	67
211	53	77
212	79	1
213	70	81
214	62	91
215	63	62
216	13	87
217	80	54
218	77	29
219	20	35
220	74	32
221	98	81
222	10	1
223	1	38
224	24	73
225	38	37
226	99	22
227	36	76
228	45	59
229	64	3
230	16	5
231	66	29
232	96	31
233	40	0
234	11	78
235	68	2
236	18	78
237	94	9
238	70	85
239	58	30
240	72	18
241	77	42
242	90	60
243	64	6
244	46	92
245	41	90
246	73	0
247	86	46
248	55	67
249	60	13
250	72	41
251	58	93
252	30	21
253	31	20
254	61	38
255	9	95
256	62	54
257	50	64
258	37	1
259	15	3
260	56	21
261	11	63
262	11	90
263	10	3
264	6	92
265	14	6
266	98	45
267	29	88
268	60	4
269	13	60
270	75	16
271	55	3
272	3	45
273	58	4
274	31	43
275	6	85
276	33	71
277	22	32
278	66	93
279	40	16
280	82	66
281	77	32
282	1	4
283	84	29
284	76	72
285	98	47
286	92	55
287	96	71
288	8	17
289	18	63
290	2	60
291	68	94
292	31	18
293	46	31
294	26	58
295	26	63
296	66	97
297	96	48
298	70	40
299	9	97
