index	x	y
0	11	74
1	12	0
2	15	68
3	85	51
4	19	68
5	89	87
6	76	49
7	26	7
8	37	12
9	59	56
10	67	88
11	58	86
12	99	68
13	22	70
14	54	26
15	71	89
16	96	26
17	37	12
18	34	53
19	64	72
20	72	67
21	14	99
22	56	0
23	34	29
24	89	73
25	0	26
26	79	44
27	76	81
28	10	26
29	38	43
30	36	62
31	13	34
32	83	59
33	21	25
34	93	8
35	82	98
36	8	36
37	92	58
38	12	37
39	3	59
40	29	36
41	52	1
42	36	71
43	22	32
44	33	6
45	41	68
46	6	54
47	39	4
48	92	74
49	65	56
50	80	75
51	63	26
52	93	11
53	78	54
54	5	16
55	36	38
56	90	32
57	19	29
58	44	74
59	34	97
60	17	66
61	96	76
62	74	27
63	39	74
64	43	74
65	10	87
66	13	63
67	68	4
68	75	3
69	21	50
70	1	47
71	37	12
72	2	81
73	47	97
74	97	44
75	36	51
76	44	37
77	52	66
78	20	0
79	1	35
80	28	90
81	34	61
82	79	81
83	44	62
84	82	59
85	48	19
86	45	80
87	32	48
88	54	66
89	44	79
90	21	14
91	84	34
92	74	59
93	100	21
94	38	16
95	4	96
96	42	93
97	99	29
98	28	28
99	96	90
100	66	66
101	70	34
102	80	16
103	21	58
104	91	90
105	52	35
106	16	75
107	33	9
108	15	1
109	2	26
110	81	74
111	70	72
112	17	68
113	54	93
114	74	48
115	65	73
116	77	29
117	12	75
118	16	68
119	44	20
120	26	44
121	31	71
122	75	100
123	67	7
124	41	88
125	79	12
126	20	23
127	88	43
128	7	55
129	8	62
130	6	41
131	98	95
132	16	33
133	98	95
134	97	43
135	58	3
136	68	91
137	49	99
138	8	90
139	99	25
140	8	50
141	61	16
142	22	31
143	18	44
144	59	79
145	50	36
146	0	18
147	24	80
148	84	13
149	91	12
150	35	55
151	36	1
152	25	25
153	62	19
154	44	44
155	59	9
156	88	15
157	0	7
158	98	97
159	23	17
160	48	93
161	10	35
162	7	68
163	47	5
164	65	66
165	80	28
166	2	33
167	94	12
168	80	19
169	71	11
170	56	53
171	81	44
172	52	3
173	93	42
174	55	48
175	98	11
176	62	53
177	2	19
178	96	50
179	50	60
180	25	95
181	91	27
182	85	95
183	28	94
184	84	69
185	32	3
186	52	88
187	35	20
188	3	38
189	62	34
190	98	82
191	93	67
192	39	54
193	77	56
194	18	55
195	23	85
196	79	89
197	92	8
198	88	57
199	94	30
